('空调', '出风口', '1026364120', '3')
('右边', '感叹号', '-2104103134', '6')
('感叹号', '报警', '-2104103134', '6')
('方向盘', '加', '-2104103134', '6')
('加', '感叹号', '-2104103134', '6')
('eps', '系统', '-2104103134', '5')
('系统', '严重', '-2104103134', '5')
('严重', '故障', '-2104103134', '5')
('故障', '警示灯', '-2104103134', '5')
('EPS', '严重', '-2104103134', '5')
('故障', '报警', '-2104103134', '5')
('报警', '灯', '-2104103134', '5')
('故障', '灯', '-2104103134', '5')
('eps', '系统', '-2104103134', '6')
('故障', '警告', '-2104103134', '6')
('警告', '灯', '-2104103134', '6')
('故障', '灯', '-2104103134', '2')
('中', '控屏', '1214836236', '4')
('控屏', '按键', '1214836236', '4')
('按键', '失效', '1214836236', '4')
('控屏', '按钮', '1214836236', '4')
('按钮', '失效', '1214836236', '4')
('中', '控屏', '1214836236', '3')
('控屏', '故障', '1214836236', '3')
('主', '驾驶', '1101502299', '5')
('驾驶', '空调', '1101502299', '5')
('空调', '开关', '1101502299', '5')
('开关', '失效', '1101502299', '5')
('空调', '故障', '1101502299', '2')
('第二排', '空调', '533628492', '5')
('空调', '吹风', '533628492', '5')
('吹风', '不', '533628492', '5')
('不', '稳定', '533628492', '5')
('空调', '故障', '533628492', '2')
('大', '保养', '163744579', '2')
('大', '保养', '163744579', '3')
('保养', '服务', '163744579', '3')
('大保', '服务', '163744579', '2')
('保养', '类型', '163744579', '2')
('后排', '座椅', '-1101018392', '3')
('座椅', '异响', '-1101018392', '3')
('座椅', '故障', '-1101018392', '2')
('安全气囊', '系统故障', '-1953412810', '5')
('系统故障', '报警', '-1953412810', '5')
('报警', '灯亮', '-1953412810', '5')
('灯亮', '起', '-1953412810', '5')
('安全气囊', '亮', '-1953412810', '3')
('亮', '起', '-1953412810', '3')
('安全气囊', '灯亮', '-1953412810', '3')
('灯亮', '起', '-1953412810', '3')
('主', '驾驶', '-647007259', '3')
('驾驶', '空调', '-647007259', '3')
('220V', '车载', '-466772559', '3')
('车载', '电源', '-466772559', '3')
('220', '车载', '-466772559', '3')
('车载', '电瓶', '-466772559', '3')
('220V', '230V', '-466772559', '3')
('230V', '电源', '-466772559', '3')
('220V', '电源', '-466772559', '2')
('倒车', '影像', '-1501713315', '4')
('影像', '辅助线', '-1501713315', '4')
('辅助线', '死机', '-1501713315', '4')
('驾驶', '辅助', '-1501713315', '3')
('辅助', '故障', '-1501713315', '3')
('门灯', '自动', '-164589882', '3')
('自动', '打开', '-164589882', '3')
('车门', '灯', '-164589882', '4')
('灯', '自动', '-164589882', '4')
('自动', '打开', '-164589882', '4')
('车灯', '功能', '-164589882', '2')
('定速巡航', '灯常亮', '317658753', '2')
('驾驶', '辅助', '317658753', '3')
('辅助', '故障', '317658753', '3')
('左', '前', '-2107927325', '4')
('前', '轮胎', '-2107927325', '4')
('轮胎', '瘪胎', '-2107927325', '4')
('轮胎', '故障', '-2107927325', '2')
('车窗', '升降', '68413505', '5')
('升降', '按钮', '68413505', '5')
('按钮', '指示', '68413505', '5')
('指示', '灯不亮', '68413505', '5')
('升', '窗器', '68413505', '4')
('窗器', '按钮', '68413505', '4')
('按钮', '灯不亮', '68413505', '4')
('车窗', '天窗', '68413505', '3')
('天窗', '故障', '68413505', '3')
('第二排', '座椅', '945497636', '4')
('座椅', '前后', '945497636', '4')
('前后', '调节', '945497636', '4')
('座椅', '功能', '945497636', '2')
('钥匙', '丢失', '1520643285', '2')
('遥控', '钥匙', '1520643285', '3')
('钥匙', '丢失', '1520643285', '3')
('钥匙', '故障', '1520643285', '2')
('定速巡航', '按键', '-1010661621', '2')
('组合', '开关', '-1010661621', '2')
('驾驶', '辅助', '-1010661621', '2')
('后视镜', '按钮', '-401551504', '2')
('后视镜', '调节', '-401551504', '3')
('调节', '按钮', '-401551504', '3')
('后视镜', '开关', '-401551504', '2')
('调节', '按键', '-401551504', '3')
('左', '大灯', '-386468005', '3')
('大灯', '灯泡', '-386468005', '3')
('空调', '电阻', '-2003559193', '4')
('电阻', '温度', '-2003559193', '4')
('温度', '过高', '-2003559193', '4')
('电阻', '很', '-2003559193', '4')
('很', '热', '-2003559193', '4')
('空调', '故障', '-2003559193', '2')
('大灯', '清洗', '-1010374867', '3')
('清洗', '失效', '-1010374867', '3')
('大灯', '清洗', '-1010374867', '4')
('清洗', '装置', '-1010374867', '4')
('装置', '失效', '-1010374867', '4')
('车灯', '故障', '-1010374867', '2')
('空调', 'auto', '1988624654', '2')
('空调', '自动', '1988624654', '3')
('自动', '开启', '1988624654', '3')
('空调', '功能', '1988624654', '2')
('大灯', '闪烁', '1051271178', '2')
('车灯', '故障', '1051271178', '2')
('蓄电池', '报警', '-162845450', '3')
('报警', '灯', '-162845450', '3')
('故障', '灯', '-162845450', '2')
('底盘', '装甲', '-209829679', '2')
('底盘', '护甲', '-209829679', '2')
('底盘', '护板', '-209829679', '2')
('底盘', '保护', '-209829679', '3')
('保护', '板', '-209829679', '3')
('底盘', '防护', '-209829679', '2')
('底盘', '防锈', '-209829679', '2')
('第二排', '空调', '2012076909', '3')
('空调', '开关', '2012076909', '3')
('空调', '内', '540015987', '3')
('内', '循环', '540015987', '3')
('空气', '内', '540015987', '3')
('内', '循环', '540015987', '2')
('空调', '功能', '540015987', '2')
('AEB', '系统故障', '843235013', '4')
('系统故障', '报警', '843235013', '4')
('报警', '灯', '843235013', '4')
('AEB', '报警', '843235013', '3')
('报警', '灯', '843235013', '3')
('aeb', '系统故障', '843235013', '3')
('系统故障', '灯', '843235013', '3')
('aeb', '系统故障', '843235013', '4')
('系统故障', '警告', '843235013', '4')
('警告', '灯', '843235013', '4')
('AEB', '系统', '843235013', '4')
('系统', '报警', '843235013', '4')
('系统故障', '警示灯', '843235013', '3')
('圆', '上边', '843235013', '12')
('上边', '有个', '843235013', '12')
('有个', 'A', '843235013', '12')
('A', '里面', '843235013', '12')
('里面', '有', '843235013', '12')
('有', '感叹号', '843235013', '12')
('感叹号', '的', '843235013', '12')
('的', '红色', '843235013', '12')
('红色', '图标', '843235013', '12')
('图标', '报警', '843235013', '12')
('报警', '灯', '843235013', '12')
('故障', '灯', '843235013', '2')
('转向', '灯不亮', '1027311166', '2')
('转向灯', '损坏', '1027311166', '2')
('车灯', '故障', '1027311166', '2')
('副驾驶', '空调', '-1331260741', '5')
('空调', '不', '-1331260741', '5')
('不', '显示', '-1331260741', '5')
('显示', '温度', '-1331260741', '5')
('空调', '故障', '-1331260741', '2')
('发动机', '机油', '-2016537530', '6')
('机油', '压力', '-2016537530', '6')
('压力', '故障', '-2016537530', '6')
('故障', '报警', '-2016537530', '6')
('报警', '灯常亮', '-2016537530', '6')
('机', '油灯', '-2016537530', '3')
('油灯', '常亮', '-2016537530', '3')
('发动机', '机油', '-2016537530', '5')
('机油', '故障', '-2016537530', '5')
('故障', '报警', '-2016537530', '5')
('报警', '灯常亮', '-2016537530', '5')
('保养', '物料', '-2016537530', '3')
('物料', '故障', '-2016537530', '3')
('空调', '制热', '-374119969', '4')
('制热', '无法', '-374119969', '4')
('无法', '关闭', '-374119969', '4')
('制热', '无法', '-374119969', '3')
('无法', '关闭', '-374119969', '3')
('空调', '故障', '-374119969', '2')
('自动', '泊车', '-1679677586', '3')
('泊车', '无声', '-1679677586', '3')
('驾驶', '辅助', '-1679677586', '3')
('辅助', '故障', '-1679677586', '3')
('副驾驶', '空调', '217952111', '3')
('空调', '漏风', '217952111', '3')
('空调', '故障', '217952111', '2')
('副驾驶', '智能', '116983238', '3')
('智能', '升窗', '116983238', '3')
('车窗', '天窗', '116983238', '3')
('天窗', '功能', '116983238', '3')
('中', '控屏', '1392206944', '5')
('控屏', '高度', '1392206944', '5')
('高度', '调节', '1392206944', '5')
('调节', '失效', '1392206944', '5')
('中', '控屏', '1392206944', '3')
('控屏', '故障', '1392206944', '3')
('前排', '安全带', '1736767307', '2')
('第一排', '安全带', '1736767307', '2')
('前面', '安全带', '1736767307', '2')
('ABS', '系统故障', '-1471210613', '4')
('系统故障', '报警', '-1471210613', '4')
('报警', '灯', '-1471210613', '4')
('abs', '故障', '-1471210613', '3')
('故障', '灯', '-1471210613', '3')
('故障', '警示灯', '-1471210613', '3')
('ABS', '系统故障', '-1471210613', '3')
('系统故障', '灯', '-1471210613', '3')
('防抱死', '系统', '-1471210613', '4')
('系统', '报警', '-1471210613', '4')
('abs', '系统故障', '-1471210613', '4')
('系统故障', '警告', '-1471210613', '4')
('警告', '灯', '-1471210613', '4')
('圆圈', '里', '-1471210613', '9')
('里', '有', '-1471210613', '9')
('有', 'ABS', '-1471210613', '9')
('ABS', '的', '-1471210613', '9')
('的', '黄色', '-1471210613', '9')
('黄色', '图标', '-1471210613', '9')
('图标', '报警', '-1471210613', '9')
('报警', '灯', '-1471210613', '9')
('ABS', '报警', '-1471210613', '3')
('报警', '灯', '-1471210613', '3')
('防抱死', '系统故障', '-1471210613', '4')
('防抱死', '制动', '-1471210613', '4')
('制动', '系统', '-1471210613', '4')
('系统', '灯', '-1471210613', '4')
('ABS', '被', '-1471210613', '7')
('被', '黄色', '-1471210613', '7')
('黄色', '圆', '-1471210613', '7')
('圆', '套住', '-1471210613', '7')
('套住', '报警', '-1471210613', '7')
('报警', '灯', '-1471210613', '7')
('ABS', '系统', '-1471210613', '4')
('abs', '系统故障', '-1471210613', '3')
('系统故障', '警示灯', '-1471210613', '3')
('故障', '灯', '-1471210613', '2')
('定速巡航', '失效', '-1978686598', '2')
('定速巡航', '不好', '-1978686598', '3')
('不好', '使', '-1978686598', '3')
('不好', '用', '-1978686598', '3')
('驾驶', '辅助', '-1978686598', '3')
('辅助', '故障', '-1978686598', '3')
('后', '雨刮器', '-1502421641', '4')
('雨刮器', '无法', '-1502421641', '4')
('无法', '启动', '-1502421641', '4')
('后窗', '雨刮器', '-1502421641', '4')
('雨刮器', '故障', '-1502421641', '2')
('前排', '空调', '1060310606', '5')
('空调', '出风口', '1060310606', '5')
('出风口', '无法', '1060310606', '5')
('无法', '关闭', '1060310606', '5')
('前排', '出风口', '1060310606', '4')
('出风口', '无法', '1060310606', '4')
('无法', '关闭', '1060310606', '4')
('空调', '故障', '1060310606', '2')
('座椅', '卡扣', '1943036385', '3')
('卡扣', '失效', '1943036385', '3')
('座椅', '卡扣', '1943036385', '4')
('卡扣', '卡不紧', '1943036385', '4')
('卡不紧', '了', '1943036385', '4')
('卡扣', '断掉', '1943036385', '4')
('断掉', '了', '1943036385', '4')
('卡扣', '坏掉', '1943036385', '4')
('坏掉', '了', '1943036385', '4')
('座椅', '故障', '1943036385', '2')
('轮胎气压', '异常', '335618244', '6')
('异常', '故障', '335618244', '6')
('故障', '报警', '335618244', '6')
('报警', '灯亮', '335618244', '6')
('灯亮', '起', '335618244', '6')
('轮胎气压', '异常', '335618244', '5')
('异常', '故障', '335618244', '5')
('故障', '报警', '335618244', '5')
('报警', '灯亮', '335618244', '5')
('胎压', '异常', '335618244', '5')
('异常', '报警', '335618244', '5')
('灯亮', '起', '335618244', '5')
('胎压', '监测', '335618244', '5')
('监测', '系统', '335618244', '5')
('系统', '亮', '335618244', '5')
('亮', '起', '335618244', '5')
('胎压', '监测', '335618244', '3')
('监测', '灯亮了', '335618244', '3')
('胎压', '监测', '335618244', '4')
('监测', '亮', '335618244', '4')
('亮', '起', '335618244', '4')
('轮胎', '故障', '335618244', '2')
('日间', '行车', '-542507102', '3')
('行车', '灯不亮', '-542507102', '3')
('车灯', '故障', '-542507102', '2')
('后', '转向灯', '1198985657', '2')
('后排', '转向灯', '1198985657', '2')
('音乐', '记忆', '-1219778091', '2')
('音乐', '记忆', '-1219778091', '3')
('记忆', '播放', '-1219778091', '3')
('音乐', '断电', '-1219778091', '3')
('断电', '记忆', '-1219778091', '3')
('音乐', '功能', '-1219778091', '2')
('语音', '播报', '-168275209', '3')
('播报', '失效', '-168275209', '3')
('语音', '控制系统', '-168275209', '3')
('控制系统', '故障', '-168275209', '3')
('空调', '冷凝器', '546371058', '2')
('中', '冷器', '546371058', '2')
('冷凝', '管', '546371058', '2')
('冷凝', '装置', '546371058', '2')
('保养', '物料', '546371058', '2')
('自动', '感应', '-262419291', '5')
('感应', '雨', '-262419291', '5')
('雨', '刮', '-262419291', '5')
('刮', '失效', '-262419291', '5')
('用', '不了', '-262419291', '2')
('没有', '用', '-262419291', '2')
('雨刮器', '不灵敏', '-262419291', '2')
('雨刮器', '故障', '-262419291', '2')
('自动', '行', '-1527511708', '6')
('行', '车灯', '-1527511708', '6')
('车灯', '故障', '-1527511708', '6')
('故障', '报警', '-1527511708', '6')
('报警', '灯', '-1527511708', '6')
('自动', '刮水', '-1527511708', '5')
('刮水', '功能', '-1527511708', '5')
('功能', '故障', '-1527511708', '5')
('故障', '警示灯', '-1527511708', '5')
('自动', '刮水', '-1527511708', '6')
('刮水', '功能', '-1527511708', '6')
('功能', '故障', '-1527511708', '6')
('自动', '行', '-1527511708', '5')
('行', '车灯', '-1527511708', '5')
('车灯', '故障', '-1527511708', '5')
('故障', '灯', '-1527511708', '5')
('故障', '警告', '-1527511708', '6')
('警告', '灯', '-1527511708', '6')
('车灯', '照着', '-1527511708', '8')
('照着', '半圆', '-1527511708', '8')
('半圆', '的', '-1527511708', '8')
('的', '黄色', '-1527511708', '8')
('黄色', '图标', '-1527511708', '8')
('图标', '报警', '-1527511708', '8')
('报警', '灯', '-1527511708', '8')
('有个', '车灯', '-1527511708', '10')
('车灯', '照着', '-1527511708', '10')
('照着', '半', '-1527511708', '10')
('半', '椭圆', '-1527511708', '10')
('椭圆', '的', '-1527511708', '10')
('的', '黄色', '-1527511708', '10')
('黄色', '图标', '-1527511708', '10')
('图标', '报警', '-1527511708', '10')
('报警', '灯', '-1527511708', '10')
('故障', '灯', '-1527511708', '2')
('离合器', '异味', '130925362', '2')
('离合', '异味', '130925362', '2')
('动力', '总成', '130925362', '3')
('总成', '故障', '130925362', '3')
('空调', 'AC', '-1227913819', '4')
('AC', '按钮', '-1227913819', '4')
